Trace_Number,Case_Number,time:timestamp,concept:name,vehicleClass,totalPaymentAmount,lifecycle:transition,dismissal,article,points,expense,notificationType,lastSent,paymentAmount,amount,org:resource
A10282,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10282,1,2007-03-20T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10283,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10283,1,2007-05-17T00:00:00+02:00,Payment,,39.0,complete,,,,,,,39.0,,
A10284,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10284,1,2007-03-22T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10285,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10285,1,2007-03-24T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10286,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10286,1,2007-03-20T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10287,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10287,1,2007-03-22T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10288,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10288,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10288,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10288,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10288,4,2008-10-01T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10289,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10289,1,2007-03-18T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10290,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10290,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10290,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10290,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10290,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10291,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10291,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10292,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10292,1,2007-03-21T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10295,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10295,1,2007-05-18T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10296,0,2007-03-21T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,559
A10296,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10299,0,2007-03-21T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,559
A10299,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10299,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10299,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10299,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A103,0,2006-07-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,541
A103,1,2006-12-12T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A103,2,2007-01-14T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A103,3,2007-03-15T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A103,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10304,0,2007-03-09T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10304,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10304,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10304,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10304,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10305,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10305,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10305,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10305,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10305,4,2008-10-10T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10306,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10306,1,2007-03-21T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10308,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,561
A10308,1,2007-03-13T00:00:00+01:00,Payment,,22.0,complete,,,,,,,22.0,,
A10309,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10309,1,2007-04-16T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10310,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10310,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10310,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10310,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10310,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10311,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10311,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10311,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10311,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10311,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10312,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10312,1,2007-03-15T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10317,0,2007-03-14T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10317,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10318,0,2007-03-14T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10318,1,2007-03-21T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10319,0,2007-03-14T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10319,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10319,2,2007-08-05T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10319,3,2007-10-04T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10319,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10320,0,2007-03-15T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10320,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10320,2,2007-08-02T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10320,3,2007-10-01T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10320,4,2008-09-17T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10321,0,2007-03-15T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10321,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10321,2,2007-07-30T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10321,3,2007-09-28T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10321,4,2008-09-09T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10322,0,2007-03-15T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10322,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10322,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10322,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10322,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10323,0,2007-03-15T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10323,1,2007-03-16T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10324,0,2007-03-15T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10324,1,2007-03-23T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10325,0,2007-03-15T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10325,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10325,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10325,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10325,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10326,0,2007-03-17T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10326,1,2007-03-21T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10328,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10328,1,2007-03-23T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10331,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10331,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10331,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10331,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10331,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10332,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10332,1,2007-03-18T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10333,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10333,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10333,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10333,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10333,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10335,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10335,1,2007-03-21T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10337,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10337,1,2007-03-22T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10338,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10338,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,22.0,,,,,
A10338,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10338,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10338,4,2007-10-05T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10338,5,2007-10-12T00:00:00+02:00,Send Appeal to Prefecture,,,complete,NIL,,,,,,,,
A10338,6,2007-10-23T00:00:00+02:00,Receive Result Appeal from Prefecture,,,complete,,,,,,,,,
A10338,7,2007-10-31T00:00:00+01:00,Notify Result Appeal to Offender,,,complete,,,,,,,,,
A10338,8,2007-11-12T00:00:00+01:00,Payment,,94.0,complete,,,,,,,94.0,,
A10339,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10339,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10342,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10342,1,2007-03-23T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10344,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10344,1,2007-03-28T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10345,0,2007-03-18T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10345,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10349,0,2007-03-19T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10349,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10349,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10349,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10349,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10351,0,2007-03-19T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10351,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10351,2,2007-07-21T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10351,3,2007-09-19T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10351,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10354,0,2007-03-23T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10354,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10357,0,2007-03-23T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10357,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10357,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10357,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10357,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10358,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10358,1,2007-03-28T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10359,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10359,1,2007-03-27T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10361,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,561
A10361,1,2007-03-26T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A10366,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10366,1,2007-03-26T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10367,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10367,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10368,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10368,1,2007-03-29T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10373,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10373,1,2007-03-28T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10374,0,2007-03-27T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10374,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10374,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10374,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10374,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10379,0,2007-03-27T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10379,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10379,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10379,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10379,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10381,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10381,1,2007-04-06T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10382,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10382,1,2007-04-11T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10383,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10383,1,2007-04-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10384,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10384,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10384,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10384,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10384,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10385,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10385,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10386,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10386,1,2007-04-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10388,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10388,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10388,2,2007-08-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10388,3,2007-10-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10388,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10390,0,2007-03-31T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10390,1,2007-09-29T00:00:00+02:00,Send Fine,,,complete,,,,18.6,,,,,
A10390,2,2007-10-12T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10390,3,2007-12-11T00:00:00+01:00,Add penalty,,,complete,,,,,,,,74.0,
A10390,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10391,0,2007-04-02T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10391,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10391,2,2007-08-11T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10391,3,2007-10-10T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10391,4,2007-11-05T00:00:00+01:00,Payment,,87.0,complete,,,,,,,87.0,,
A10392,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10392,1,2007-05-03T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10393,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10393,1,2007-04-05T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10396,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10396,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10397,0,2007-04-07T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10397,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10397,2,2007-08-14T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10397,3,2007-10-13T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10397,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10400,0,2007-04-07T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10400,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10400,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10400,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10400,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10401,0,2007-02-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10401,1,2007-06-27T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10401,2,2007-07-21T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10401,3,2007-09-19T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10401,4,2008-11-17T00:00:00+01:00,Payment,,57.0,complete,,,,,,,57.0,,
A10402,0,2007-02-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10402,1,2007-06-27T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10403,0,2007-02-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10403,1,2007-06-27T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10403,2,2007-07-07T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10403,3,2007-09-05T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10403,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10404,0,2007-03-02T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10404,1,2007-06-27T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10404,2,2007-07-17T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10404,3,2007-09-15T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10404,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10406,0,2007-03-11T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10406,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10407,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10407,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10409,0,2007-03-17T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10409,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10409,2,2007-08-28T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10409,3,2007-10-27T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10409,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1041,0,2006-11-16T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1041,1,2007-04-04T00:00:00+02:00,Send Fine,,,complete,,,,11.0,,,,,
A1041,2,2007-04-13T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1041,3,2007-06-12T00:00:00+02:00,Add penalty,,,complete,,,,,,,,42.5,
A1041,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10411,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10411,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10411,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10411,3,2007-09-17T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10411,4,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10411,5,2007-10-30T00:00:00+01:00,Send Appeal to Prefecture,,,complete,#,,,,,,,,
A10413,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10413,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10413,2,2007-08-14T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10413,3,2007-10-13T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10413,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10418,0,2007-04-29T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10418,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10418,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10418,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10418,4,2008-01-07T00:00:00+01:00,Payment,,35.0,complete,,,,,,,35.0,,
A10418,5,2008-09-13T00:00:00+02:00,Payment,,57.0,complete,,,,,,,22.0,,
A1042,0,2006-11-17T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1042,1,2007-04-04T00:00:00+02:00,Send Fine,,,complete,,,,11.0,,,,,
A10420,0,2007-05-18T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10420,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
